label,group,field,from,to,note,mode,model,cosine_similarity,delta,noise_p95
Hold WRONG: 3.92 minutes,hold_replace_wrong,hold_time,3.92 hr,3.92 minutes,,RAW,matbert,0.9998935461044312,0.00010645389556884766,-1.1920928955078125e-07
Hold WRONG: 3.92 minutes,hold_replace_wrong,hold_time,3.92 hr,3.92 minutes,,PROJ_ref1,ada-002,0.8582533526489289,0.14174664735107112,7.771561172376096e-16
Hold WRONG: 3.92 minutes,hold_replace_wrong,hold_time,3.92 hr,3.92 minutes,,PROJ_ref1,3-large,0.6723276710280432,0.32767232897195675,3.3306690738754696e-16
Hold WRONG: 3.92 minutes,hold_replace_wrong,hold_time,3.92 hr,3.92 minutes,,PROJ_ref1,matbert,0.9067025184631348,0.09329748153686523,-1.1920928955078125e-07
Hold WRONG: 3.92 minutes,hold_replace_wrong,hold_time,3.92 hr,3.92 minutes,,PROJ_ref2,ada-002,0.8498982985847229,0.15010170141527712,7.771561172376096e-16
Hold WRONG: 3.92 minutes,hold_replace_wrong,hold_time,3.92 hr,3.92 minutes,,PROJ_ref2,3-large,0.8138217039385527,0.1861782960614473,3.3306690738754696e-16
Hold WRONG: 3.92 minutes,hold_replace_wrong,hold_time,3.92 hr,3.92 minutes,,PROJ_ref2,matbert,0.8960312604904175,0.10396873950958252,-1.1920928955078125e-07
Hold WRONG: 3.92 minutes,hold_replace_wrong,hold_time,3.92 hr,3.92 minutes,,PROJ_both,ada-002,0.8222914513701324,0.17770854862986762,7.771561172376096e-16
Hold WRONG: 3.92 minutes,hold_replace_wrong,hold_time,3.92 hr,3.92 minutes,,PROJ_both,3-large,0.714449167643289,0.28555083235671097,3.3306690738754696e-16
Hold WRONG: 3.92 minutes,hold_replace_wrong,hold_time,3.92 hr,3.92 minutes,,PROJ_both,matbert,0.8848506212234497,0.11514937877655029,-1.1920928955078125e-07
Hold WRONG: 3.92 minutes,hold_replace_wrong,hold_time,3.92 hr,3.92 minutes,,DIFF_both,ada-002,0.822309355274853,0.17769064472514695,7.771561172376096e-16
Hold WRONG: 3.92 minutes,hold_replace_wrong,hold_time,3.92 hr,3.92 minutes,,DIFF_both,3-large,0.714682118893085,0.28531788110691503,3.3306690738754696e-16
Hold WRONG: 3.92 minutes,hold_replace_wrong,hold_time,3.92 hr,3.92 minutes,,DIFF_both,matbert,0.8849269151687622,0.11507308483123779,-1.1920928955078125e-07
Hold WRONG: 3.92 s,hold_replace_wrong,hold_time,3.92 hr,3.92 s,,RAW,ada-002,0.9999250983678097,7.490163219026069e-05,7.771561172376096e-16
Hold WRONG: 3.92 s,hold_replace_wrong,hold_time,3.92 hr,3.92 s,,RAW,3-large,0.9990519275857718,0.0009480724142282293,3.3306690738754696e-16
Hold WRONG: 3.92 s,hold_replace_wrong,hold_time,3.92 hr,3.92 s,,RAW,matbert,0.9998986124992371,0.00010138750076293945,-1.1920928955078125e-07
Hold WRONG: 3.92 s,hold_replace_wrong,hold_time,3.92 hr,3.92 s,,PROJ_ref1,ada-002,0.9131617653914026,0.08683823460859741,7.771561172376096e-16
Hold WRONG: 3.92 s,hold_replace_wrong,hold_time,3.92 hr,3.92 s,,PROJ_ref1,3-large,0.7177112630729148,0.2822887369270852,3.3306690738754696e-16
Hold WRONG: 3.92 s,hold_replace_wrong,hold_time,3.92 hr,3.92 s,,PROJ_ref1,matbert,0.912424623966217,0.08757537603378296,-1.1920928955078125e-07
Hold WRONG: 3.92 s,hold_replace_wrong,hold_time,3.92 hr,3.92 s,,PROJ_ref2,ada-002,0.9082733274031369,0.09172667259686307,7.771561172376096e-16
Hold WRONG: 3.92 s,hold_replace_wrong,hold_time,3.92 hr,3.92 s,,PROJ_ref2,3-large,0.841363915725909,0.15863608427409104,3.3306690738754696e-16
Hold WRONG: 3.92 s,hold_replace_wrong,hold_time,3.92 hr,3.92 s,,PROJ_ref2,matbert,0.8998152613639832,0.10018473863601685,-1.1920928955078125e-07
Hold WRONG: 3.92 s,hold_replace_wrong,hold_time,3.92 hr,3.92 s,,PROJ_both,ada-002,0.8879014113757899,0.11209858862421007,7.771561172376096e-16
Hold WRONG: 3.92 s,hold_replace_wrong,hold_time,3.92 hr,3.92 s,,PROJ_both,3-large,0.7543918382878543,0.24560816171214572,3.3306690738754696e-16
Hold WRONG: 3.92 s,hold_replace_wrong,hold_time,3.92 hr,3.92 s,,PROJ_both,matbert,0.8904287815093994,0.10957121849060059,-1.1920928955078125e-07
Hold WRONG: 3.92 s,hold_replace_wrong,hold_time,3.92 hr,3.92 s,,DIFF_both,ada-002,0.8879117536164063,0.11208824638359371,7.771561172376096e-16
Hold WRONG: 3.92 s,hold_replace_wrong,hold_time,3.92 hr,3.92 s,,DIFF_both,3-large,0.754535609014846,0.24546439098515405,3.3306690738754696e-16
Hold WRONG: 3.92 s,hold_replace_wrong,hold_time,3.92 hr,3.92 s,,DIFF_both,matbert,0.8903000354766846,0.10969996452331543,-1.1920928955078125e-07
Hold WRONG: 3.92 sec,hold_replace_wrong,hold_time,3.92 hr,3.92 sec,,RAW,ada-002,0.9999256618104818,7.433818951818605e-05,7.771561172376096e-16
Hold WRONG: 3.92 sec,hold_replace_wrong,hold_time,3.92 hr,3.92 sec,,RAW,3-large,0.9991502573174891,0.0008497426825109233,3.3306690738754696e-16
Hold WRONG: 3.92 sec,hold_replace_wrong,hold_time,3.92 hr,3.92 sec,,RAW,matbert,0.9999203085899353,7.969141006469727e-05,-1.1920928955078125e-07
Hold WRONG: 3.92 sec,hold_replace_wrong,hold_time,3.92 hr,3.92 sec,,PROJ_ref1,ada-002,0.9132926948901747,0.08670730510982527,7.771561172376096e-16
Hold WRONG: 3.92 sec,hold_replace_wrong,hold_time,3.92 hr,3.92 sec,,PROJ_ref1,3-large,0.7382208959744064,0.26177910402559357,3.3306690738754696e-16
Hold WRONG: 3.92 sec,hold_replace_wrong,hold_time,3.92 hr,3.92 sec,,PROJ_ref1,matbert,0.9281939268112183,0.07180607318878174,-1.1920928955078125e-07
Hold WRONG: 3.92 sec,hold_replace_wrong,hold_time,3.92 hr,3.92 sec,,PROJ_ref2,ada-002,0.9079563228808325,0.0920436771191675,7.771561172376096e-16
Hold WRONG: 3.92 sec,hold_replace_wrong,hold_time,3.92 hr,3.92 sec,,PROJ_ref2,3-large,0.8529236505713906,0.14707634942860937,3.3306690738754696e-16
Hold WRONG: 3.92 sec,hold_replace_wrong,hold_time,3.92 hr,3.92 sec,,PROJ_ref2,matbert,0.9186289310455322,0.08137106895446777,-1.1920928955078125e-07
Hold WRONG: 3.92 sec,hold_replace_wrong,hold_time,3.92 hr,3.92 sec,,PROJ_both,ada-002,0.887570061894931,0.11242993810506896,7.771561172376096e-16
Hold WRONG: 3.92 sec,hold_replace_wrong,hold_time,3.92 hr,3.92 sec,,PROJ_both,3-large,0.7705612715846284,0.2294387284153716,3.3306690738754696e-16
Hold WRONG: 3.92 sec,hold_replace_wrong,hold_time,3.92 hr,3.92 sec,,PROJ_both,matbert,0.9100185632705688,0.08998143672943115,-1.1920928955078125e-07
Hold WRONG: 3.92 sec,hold_replace_wrong,hold_time,3.92 hr,3.92 sec,,DIFF_both,ada-002,0.887580264583187,0.11241973541681305,7.771561172376096e-16
Hold WRONG: 3.92 sec,hold_replace_wrong,hold_time,3.92 hr,3.92 sec,,DIFF_both,3-large,0.7707039120882573,0.22929608791174272,3.3306690738754696e-16
Hold WRONG: 3.92 sec,hold_replace_wrong,hold_time,3.92 hr,3.92 sec,,DIFF_both,matbert,0.9098000526428223,0.09019994735717773,-1.1920928955078125e-07
Gas: H2 (baseline),gas_species,carb_gas,H2,H2,baseline,RAW,ada-002,0.9999999999999992,7.771561172376096e-16,7.771561172376096e-16
Gas: H2 (baseline),gas_species,carb_gas,H2,H2,baseline,RAW,3-large,0.9999999999999997,3.3306690738754696e-16,3.3306690738754696e-16
Gas: H2 (baseline),gas_species,carb_gas,H2,H2,baseline,RAW,matbert,1.0000001192092896,-1.1920928955078125e-07,-1.1920928955078125e-07
Gas: H2 (baseline),gas_species,carb_gas,H2,H2,baseline,PROJ_ref1,ada-002,1.0000000000000004,-4.440892098500626e-16,7.771561172376096e-16
Gas: H2 (baseline),gas_species,carb_gas,H2,H2,baseline,PROJ_ref1,3-large,0.9999999999999982,1.7763568394002505e-15,3.3306690738754696e-16
Gas: H2 (baseline),gas_species,carb_gas,H2,H2,baseline,PROJ_ref1,matbert,0.9999998807907104,1.1920928955078125e-07,-1.1920928955078125e-07
Gas: H2 (baseline),gas_species,carb_gas,H2,H2,baseline,PROJ_ref2,ada-002,0.9999999999999997,3.3306690738754696e-16,7.771561172376096e-16
Gas: H2 (baseline),gas_species,carb_gas,H2,H2,baseline,PROJ_ref2,3-large,0.999999999999999,9.992007221626409e-16,3.3306690738754696e-16
Gas: H2 (baseline),gas_species,carb_gas,H2,H2,baseline,PROJ_ref2,matbert,1.0000001192092896,-1.1920928955078125e-07,-1.1920928955078125e-07
Gas: H2 (baseline),gas_species,carb_gas,H2,H2,baseline,PROJ_both,ada-002,0.9999999999999999,1.1102230246251565e-16,7.771561172376096e-16
Gas: H2 (baseline),gas_species,carb_gas,H2,H2,baseline,PROJ_both,3-large,1.0000000000000022,-2.220446049250313e-15,3.3306690738754696e-16
Gas: H2 (baseline),gas_species,carb_gas,H2,H2,baseline,PROJ_both,matbert,1.0,0.0,-1.1920928955078125e-07
Gas: H2 (baseline),gas_species,carb_gas,H2,H2,baseline,DIFF_both,ada-002,1.0000000000000009,-8.881784197001252e-16,7.771561172376096e-16
Gas: H2 (baseline),gas_species,carb_gas,H2,H2,baseline,DIFF_both,3-large,1.0,0.0,3.3306690738754696e-16
Gas: H2 (baseline),gas_species,carb_gas,H2,H2,baseline,DIFF_both,matbert,0.9999999403953552,5.960464477539063e-08,-1.1920928955078125e-07
Gas: H2→CH4,gas_species,carb_gas,H2,CH4,species swap,RAW,ada-002,0.994695478382271,0.0053045216177289856,7.771561172376096e-16
Gas: H2→CH4,gas_species,carb_gas,H2,CH4,species swap,RAW,3-large,0.996227697030934,0.0037723029690660548,3.3306690738754696e-16
Gas: H2→CH4,gas_species,carb_gas,H2,CH4,species swap,RAW,matbert,1.0000001192092896,-1.1920928955078125e-07,-1.1920928955078125e-07
Gas: H2→CH4,gas_species,carb_gas,H2,CH4,species swap,PROJ_ref1,ada-002,0.3796515356279324,0.6203484643720676,7.771561172376096e-16
Gas: H2→CH4,gas_species,carb_gas,H2,CH4,species swap,PROJ_ref1,3-large,0.6183539093501389,0.3816460906498611,3.3306690738754696e-16
Gas: H2→CH4,gas_species,carb_gas,H2,CH4,species swap,PROJ_ref1,matbert,0.9999998807907104,1.1920928955078125e-07,-1.1920928955078125e-07
Gas: H2→CH4,gas_species,carb_gas,H2,CH4,species swap,PROJ_ref2,ada-002,0.32344505258364903,0.676554947416351,7.771561172376096e-16
Gas: H2→CH4,gas_species,carb_gas,H2,CH4,species swap,PROJ_ref2,3-large,0.7247179224342474,0.2752820775657526,3.3306690738754696e-16
Gas: H2→CH4,gas_species,carb_gas,H2,CH4,species swap,PROJ_ref2,matbert,1.0000001192092896,-1.1920928955078125e-07,-1.1920928955078125e-07
Gas: H2→CH4,gas_species,carb_gas,H2,CH4,species swap,PROJ_both,ada-002,0.3371101558630375,0.6628898441369625,7.771561172376096e-16
Gas: H2→CH4,gas_species,carb_gas,H2,CH4,species swap,PROJ_both,3-large,0.6586872971362363,0.3413127028637637,3.3306690738754696e-16
Gas: H2→CH4,gas_species,carb_gas,H2,CH4,species swap,PROJ_both,matbert,1.0,0.0,-1.1920928955078125e-07
Gas: H2→CH4,gas_species,carb_gas,H2,CH4,species swap,DIFF_both,ada-002,0.3371213111461575,0.6628786888538425,7.771561172376096e-16
Gas: H2→CH4,gas_species,carb_gas,H2,CH4,species swap,DIFF_both,3-large,0.658972124479815,0.341027875520185,3.3306690738754696e-16
Gas: H2→CH4,gas_species,carb_gas,H2,CH4,species swap,DIFF_both,matbert,0.9999999403953552,5.960464477539063e-08,-1.1920928955078125e-07
Gas: H2→CO,gas_species,carb_gas,H2,CO,species swap,RAW,ada-002,0.9992476980039693,0.0007523019960307131,7.771561172376096e-16
Gas: H2→CO,gas_species,carb_gas,H2,CO,species swap,RAW,3-large,0.9986274714626229,0.0013725285373771268,3.3306690738754696e-16
Gas: H2→CO,gas_species,carb_gas,H2,CO,species swap,RAW,matbert,1.0000001192092896,-1.1920928955078125e-07,-1.1920928955078125e-07
Gas: H2→CO,gas_species,carb_gas,H2,CO,species swap,PROJ_ref1,ada-002,0.586000647879072,0.413999352120928,7.771561172376096e-16
Gas: H2→CO,gas_species,carb_gas,H2,CO,species swap,PROJ_ref1,3-large,0.66377247227118,0.33622752772882003,3.3306690738754696e-16
Gas: H2→CO,gas_species,carb_gas,H2,CO,species swap,PROJ_ref1,matbert,0.9999998807907104,1.1920928955078125e-07,-1.1920928955078125e-07
Gas: H2→CO,gas_species,carb_gas,H2,CO,species swap,PROJ_ref2,ada-002,0.5781120326876321,0.4218879673123679,7.771561172376096e-16
Gas: H2→CO,gas_species,carb_gas,H2,CO,species swap,PROJ_ref2,3-large,0.8093697694645345,0.19063023053546546,3.3306690738754696e-16
Gas: H2→CO,gas_species,carb_gas,H2,CO,species swap,PROJ_ref2,matbert,1.0000001192092896,-1.1920928955078125e-07,-1.1920928955078125e-07
Gas: H2→CO,gas_species,carb_gas,H2,CO,species swap,PROJ_both,ada-002,0.5340321670426349,0.4659678329573651,7.771561172376096e-16
Gas: H2→CO,gas_species,carb_gas,H2,CO,species swap,PROJ_both,3-large,0.7154296900180628,0.2845703099819372,3.3306690738754696e-16
Gas: H2→CO,gas_species,carb_gas,H2,CO,species swap,PROJ_both,matbert,1.0,0.0,-1.1920928955078125e-07
Gas: H2→CO,gas_species,carb_gas,H2,CO,species swap,DIFF_both,ada-002,0.5340902822569461,0.4659097177430539,7.771561172376096e-16
Gas: H2→CO,gas_species,carb_gas,H2,CO,species swap,DIFF_both,3-large,0.7156574242709903,0.2843425757290097,3.3306690738754696e-16
Gas: H2→CO,gas_species,carb_gas,H2,CO,species swap,DIFF_both,matbert,0.9999999403953552,5.960464477539063e-08,-1.1920928955078125e-07
Gas: H2→Ar,gas_species,carb_gas,H2,Ar,species swap,RAW,ada-002,0.9990926010737267,0.0009073989262733395,7.771561172376096e-16
Gas: H2→Ar,gas_species,carb_gas,H2,Ar,species swap,RAW,3-large,0.9971997747049692,0.002800225295030767,3.3306690738754696e-16
Gas: H2→Ar,gas_species,carb_gas,H2,Ar,species swap,RAW,matbert,1.0000001192092896,-1.1920928955078125e-07,-1.1920928955078125e-07
Gas: H2→Ar,gas_species,carb_gas,H2,Ar,species swap,PROJ_ref1,ada-002,0.5298371477729716,0.47016285222702836,7.771561172376096e-16
Gas: H2→Ar,gas_species,carb_gas,H2,Ar,species swap,PROJ_ref1,3-large,0.558858887072485,0.441141112927515,3.3306690738754696e-16
Gas: H2→Ar,gas_species,carb_gas,H2,Ar,species swap,PROJ_ref1,matbert,0.9999998807907104,1.1920928955078125e-07,-1.1920928955078125e-07
Gas: H2→Ar,gas_species,carb_gas,H2,Ar,species swap,PROJ_ref2,ada-002,0.5136616167827657,0.4863383832172343,7.771561172376096e-16
Gas: H2→Ar,gas_species,carb_gas,H2,Ar,species swap,PROJ_ref2,3-large,0.710154624700183,0.289845375299817,3.3306690738754696e-16
Gas: H2→Ar,gas_species,carb_gas,H2,Ar,species swap,PROJ_ref2,matbert,1.0000001192092896,-1.1920928955078125e-07,-1.1920928955078125e-07
Gas: H2→Ar,gas_species,carb_gas,H2,Ar,species swap,PROJ_both,ada-002,0.4684764780453141,0.5315235219546859,7.771561172376096e-16
Gas: H2→Ar,gas_species,carb_gas,H2,Ar,species swap,PROJ_both,3-large,0.6097898045055847,0.39021019549441527,3.3306690738754696e-16
Gas: H2→Ar,gas_species,carb_gas,H2,Ar,species swap,PROJ_both,matbert,1.0,0.0,-1.1920928955078125e-07
Gas: H2→Ar,gas_species,carb_gas,H2,Ar,species swap,DIFF_both,ada-002,0.46855137572349986,0.5314486242765002,7.771561172376096e-16
Gas: H2→Ar,gas_species,carb_gas,H2,Ar,species swap,DIFF_both,3-large,0.6101919867407388,0.3898080132592612,3.3306690738754696e-16
Gas: H2→Ar,gas_species,carb_gas,H2,Ar,species swap,DIFF_both,matbert,0.9999999403953552,5.960464477539063e-08,-1.1920928955078125e-07
Gas: H2→N2,gas_species,carb_gas,H2,N2,species swap,RAW,ada-002,0.9997358255967449,0.0002641744032551019,7.771561172376096e-16
Gas: H2→N2,gas_species,carb_gas,H2,N2,species swap,RAW,3-large,0.9987459283874144,0.0012540716125856166,3.3306690738754696e-16
Gas: H2→N2,gas_species,carb_gas,H2,N2,species swap,RAW,matbert,1.0000001192092896,-1.1920928955078125e-07,-1.1920928955078125e-07
Gas: H2→N2,gas_species,carb_gas,H2,N2,species swap,PROJ_ref1,ada-002,0.7799608520917239,0.22003914790827606,7.771561172376096e-16
Gas: H2→N2,gas_species,carb_gas,H2,N2,species swap,PROJ_ref1,3-large,0.7171947822558508,0.28280521774414924,3.3306690738754696e-16
Gas: H2→N2,gas_species,carb_gas,H2,N2,species swap,PROJ_ref1,matbert,0.9999998807907104,1.1920928955078125e-07,-1.1920928955078125e-07
Gas: H2→N2,gas_species,carb_gas,H2,N2,species swap,PROJ_ref2,ada-002,0.7750189536265313,0.22498104637346872,7.771561172376096e-16
Gas: H2→N2,gas_species,carb_gas,H2,N2,species swap,PROJ_ref2,3-large,0.8328896941061426,0.16711030589385745,3.3306690738754696e-16
Gas: H2→N2,gas_species,carb_gas,H2,N2,species swap,PROJ_ref2,matbert,1.0000001192092896,-1.1920928955078125e-07,-1.1920928955078125e-07
Gas: H2→N2,gas_species,carb_gas,H2,N2,species swap,PROJ_both,ada-002,0.7391743963854557,0.2608256036145443,7.771561172376096e-16
Gas: H2→N2,gas_species,carb_gas,H2,N2,species swap,PROJ_both,3-large,0.7568295035968845,0.2431704964031155,3.3306690738754696e-16
Gas: H2→N2,gas_species,carb_gas,H2,N2,species swap,PROJ_both,matbert,1.0,0.0,-1.1920928955078125e-07
Gas: H2→N2,gas_species,carb_gas,H2,N2,species swap,DIFF_both,ada-002,0.7392012930518534,0.26079870694814655,7.771561172376096e-16
Gas: H2→N2,gas_species,carb_gas,H2,N2,species swap,DIFF_both,3-large,0.7570441983256823,0.24295580167431774,3.3306690738754696e-16
Gas: H2→N2,gas_species,carb_gas,H2,N2,species swap,DIFF_both,matbert,0.9999999403953552,5.960464477539063e-08,-1.1920928955078125e-07
Gas: H2→H2/CH4,gas_species,carb_gas,H2,H2/CH4,species swap,RAW,ada-002,0.9983844750570992,0.0016155249429008478,7.771561172376096e-16
Gas: H2→H2/CH4,gas_species,carb_gas,H2,H2/CH4,species swap,RAW,3-large,0.9963502481782941,0.0036497518217059044,3.3306690738754696e-16
Gas: H2→H2/CH4,gas_species,carb_gas,H2,H2/CH4,species swap,RAW,matbert,0.99964839220047,0.0003516077995300293,-1.1920928955078125e-07
Gas: H2→H2/CH4,gas_species,carb_gas,H2,H2/CH4,species swap,PROJ_ref1,ada-002,0.5006760504526685,0.4993239495473315,7.771561172376096e-16
Gas: H2→H2/CH4,gas_species,carb_gas,H2,H2/CH4,species swap,PROJ_ref1,3-large,0.5939974191070159,0.40600258089298413,3.3306690738754696e-16
Gas: H2→H2/CH4,gas_species,carb_gas,H2,H2/CH4,species swap,PROJ_ref1,matbert,0.7696055173873901,0.23039448261260986,-1.1920928955078125e-07
Gas: H2→H2/CH4,gas_species,carb_gas,H2,H2/CH4,species swap,PROJ_ref2,ada-002,0.4351451650947456,0.5648548349052545,7.771561172376096e-16
Gas: H2→H2/CH4,gas_species,carb_gas,H2,H2/CH4,species swap,PROJ_ref2,3-large,0.7041208902802214,0.2958791097197786,3.3306690738754696e-16
Gas: H2→H2/CH4,gas_species,carb_gas,H2,H2/CH4,species swap,PROJ_ref2,matbert,0.751979410648346,0.24802058935165405,-1.1920928955078125e-07
Gas: H2→H2/CH4,gas_species,carb_gas,H2,H2/CH4,species swap,PROJ_both,ada-002,0.43198416325115163,0.5680158367488484,7.771561172376096e-16
Gas: H2→H2/CH4,gas_species,carb_gas,H2,H2/CH4,species swap,PROJ_both,3-large,0.6301432064495898,0.36985679355041023,3.3306690738754696e-16
Gas: H2→H2/CH4,gas_species,carb_gas,H2,H2/CH4,species swap,PROJ_both,matbert,0.7319093942642212,0.2680906057357788,-1.1920928955078125e-07
Gas: H2→H2/CH4,gas_species,carb_gas,H2,H2/CH4,species swap,DIFF_both,ada-002,0.43205567522010824,0.5679443247798918,7.771561172376096e-16
Gas: H2→H2/CH4,gas_species,carb_gas,H2,H2/CH4,species swap,DIFF_both,3-large,0.6305092950676766,0.3694907049323234,3.3306690738754696e-16
Gas: H2→H2/CH4,gas_species,carb_gas,H2,H2/CH4,species swap,DIFF_both,matbert,0.7316464781761169,0.26835352182388306,-1.1920928955078125e-07
Ramp format: 15°C/min,ramp_format_only,ramp_rate,15 °C/min,15°C/min,,RAW,ada-002,0.9996497063378766,0.00035029366212335766,7.771561172376096e-16
Ramp format: 15°C/min,ramp_format_only,ramp_rate,15 °C/min,15°C/min,,RAW,3-large,0.9979398824953771,0.0020601175046228715,3.3306690738754696e-16
Ramp format: 15°C/min,ramp_format_only,ramp_rate,15 °C/min,15°C/min,,RAW,matbert,0.9993895888328552,0.0006104111671447754,-1.1920928955078125e-07
Ramp format: 15°C/min,ramp_format_only,ramp_rate,15 °C/min,15°C/min,,PROJ_ref1,ada-002,0.7036071820573038,0.29639281794269623,7.771561172376096e-16
Ramp format: 15°C/min,ramp_format_only,ramp_rate,15 °C/min,15°C/min,,PROJ_ref1,3-large,0.5686334924700591,0.4313665075299409,3.3306690738754696e-16
Ramp format: 15°C/min,ramp_format_only,ramp_rate,15 °C/min,15°C/min,,PROJ_ref1,matbert,0.6474922299385071,0.3525077700614929,-1.1920928955078125e-07
Ramp format: 15°C/min,ramp_format_only,ramp_rate,15 °C/min,15°C/min,,PROJ_ref2,ada-002,0.694628547887383,0.30537145211261696,7.771561172376096e-16
Ramp format: 15°C/min,ramp_format_only,ramp_rate,15 °C/min,15°C/min,,PROJ_ref2,3-large,0.743033448562112,0.25696655143788805,3.3306690738754696e-16
Ramp format: 15°C/min,ramp_format_only,ramp_rate,15 °C/min,15°C/min,,PROJ_ref2,matbert,0.6282808780670166,0.3717191219329834,-1.1920928955078125e-07
Ramp format: 15°C/min,ramp_format_only,ramp_rate,15 °C/min,15°C/min,,PROJ_both,ada-002,0.6456622420976016,0.3543377579023984,7.771561172376096e-16
Ramp format: 15°C/min,ramp_format_only,ramp_rate,15 °C/min,15°C/min,,PROJ_both,3-large,0.6300982983458041,0.3699017016541959,3.3306690738754696e-16
Ramp format: 15°C/min,ramp_format_only,ramp_rate,15 °C/min,15°C/min,,PROJ_both,matbert,0.598924994468689,0.40107500553131104,-1.1920928955078125e-07
Ramp format: 15°C/min,ramp_format_only,ramp_rate,15 °C/min,15°C/min,,DIFF_both,ada-002,0.6457033038579663,0.35429669614203374,7.771561172376096e-16
Ramp format: 15°C/min,ramp_format_only,ramp_rate,15 °C/min,15°C/min,,DIFF_both,3-large,0.6304369379676562,0.3695630620323438,3.3306690738754696e-16
Ramp format: 15°C/min,ramp_format_only,ramp_rate,15 °C/min,15°C/min,,DIFF_both,matbert,0.5995428562164307,0.40045714378356934,-1.1920928955078125e-07
Ramp format: 15 C/min,ramp_format_only,ramp_rate,15 °C/min,15 C/min,,RAW,ada-002,0.9996305285965787,0.00036947140342125095,7.771561172376096e-16
Ramp format: 15 C/min,ramp_format_only,ramp_rate,15 °C/min,15 C/min,,RAW,3-large,0.9984484345881365,0.0015515654118635203,3.3306690738754696e-16
Ramp format: 15 C/min,ramp_format_only,ramp_rate,15 °C/min,15 C/min,,RAW,matbert,1.0000001192092896,-1.1920928955078125e-07,-1.1920928955078125e-07
Ramp format: 15 C/min,ramp_format_only,ramp_rate,15 °C/min,15 C/min,,PROJ_ref1,ada-002,0.6866316040078979,0.3133683959921021,7.771561172376096e-16
Ramp format: 15 C/min,ramp_format_only,ramp_rate,15 °C/min,15 C/min,,PROJ_ref1,3-large,0.5975323828673844,0.4024676171326156,3.3306690738754696e-16
Ramp format: 15 C/min,ramp_format_only,ramp_rate,15 °C/min,15 C/min,,PROJ_ref1,matbert,0.9999998807907104,1.1920928955078125e-07,-1.1920928955078125e-07
Ramp format: 15 C/min,ramp_format_only,ramp_rate,15 °C/min,15 C/min,,PROJ_ref2,ada-002,0.6789867476229148,0.3210132523770852,7.771561172376096e-16
Ramp format: 15 C/min,ramp_format_only,ramp_rate,15 °C/min,15 C/min,,PROJ_ref2,3-large,0.7489478669434968,0.2510521330565032,3.3306690738754696e-16
Ramp format: 15 C/min,ramp_format_only,ramp_rate,15 °C/min,15 C/min,,PROJ_ref2,matbert,1.0000001192092896,-1.1920928955078125e-07,-1.1920928955078125e-07
Ramp format: 15 C/min,ramp_format_only,ramp_rate,15 °C/min,15 C/min,,PROJ_both,ada-002,0.626341786930181,0.37365821306981895,7.771561172376096e-16
Ramp format: 15 C/min,ramp_format_only,ramp_rate,15 °C/min,15 C/min,,PROJ_both,3-large,0.6308803582851212,0.36911964171487877,3.3306690738754696e-16
Ramp format: 15 C/min,ramp_format_only,ramp_rate,15 °C/min,15 C/min,,PROJ_both,matbert,1.0,0.0,-1.1920928955078125e-07
Ramp format: 15 C/min,ramp_format_only,ramp_rate,15 °C/min,15 C/min,,DIFF_both,ada-002,0.6263858310940758,0.37361416890592425,7.771561172376096e-16
Ramp format: 15 C/min,ramp_format_only,ramp_rate,15 °C/min,15 C/min,,DIFF_both,3-large,0.6311738406184776,0.3688261593815224,3.3306690738754696e-16
Ramp format: 15 C/min,ramp_format_only,ramp_rate,15 °C/min,15 C/min,,DIFF_both,matbert,0.9999999403953552,5.960464477539063e-08,-1.1920928955078125e-07
Ramp format: 15 degC/min,ramp_format_only,ramp_rate,15 °C/min,15 degC/min,,RAW,ada-002,0.9998878603644334,0.00011213963556655493,7.771561172376096e-16
Ramp format: 15 degC/min,ramp_format_only,ramp_rate,15 °C/min,15 degC/min,,RAW,3-large,0.9980405822944708,0.0019594177055292095,3.3306690738754696e-16
Ramp format: 15 degC/min,ramp_format_only,ramp_rate,15 °C/min,15 degC/min,,RAW,matbert,1.0000001192092896,-1.1920928955078125e-07,-1.1920928955078125e-07
Ramp format: 15 degC/min,ramp_format_only,ramp_rate,15 °C/min,15 degC/min,,PROJ_ref1,ada-002,0.8775978672365281,0.1224021327634719,7.771561172376096e-16
Ramp format: 15 degC/min,ramp_format_only,ramp_rate,15 °C/min,15 degC/min,,PROJ_ref1,3-large,0.5982719964105647,0.4017280035894353,3.3306690738754696e-16
Ramp format: 15 degC/min,ramp_format_only,ramp_rate,15 °C/min,15 degC/min,,PROJ_ref1,matbert,0.9999998807907104,1.1920928955078125e-07,-1.1920928955078125e-07
Ramp format: 15 degC/min,ramp_format_only,ramp_rate,15 °C/min,15 degC/min,,PROJ_ref2,ada-002,0.8715892645805629,0.12841073541943715,7.771561172376096e-16
Ramp format: 15 degC/min,ramp_format_only,ramp_rate,15 °C/min,15 degC/min,,PROJ_ref2,3-large,0.7591533435926947,0.2408466564073053,3.3306690738754696e-16
Ramp format: 15 degC/min,ramp_format_only,ramp_rate,15 °C/min,15 degC/min,,PROJ_ref2,matbert,1.0000001192092896,-1.1920928955078125e-07,-1.1920928955078125e-07
Ramp format: 15 degC/min,ramp_format_only,ramp_rate,15 °C/min,15 degC/min,,PROJ_both,ada-002,0.8449177276343868,0.15508227236561323,7.771561172376096e-16
